macd_threshold,rsi_buy_range,rsi_sell_range,bb_multiplier_buy,bb_multiplier_sell,final_balance,profit,trade_log
-0.1,"(20, 50)","(60, 70)",1.1,0.95,1141.4390136487245,141.43901364872454,"[{'action': 'buy', 'price': 20.5737, 'amount': 48.56931723892354, 'usdc_balance': 0.0, 'sol_balance': 48.56931723892354}, {'action': 'sell', 'price': 23.9814, 'amount': 48.56931723892354, 'usdc_balance': 1163.930332773612, 'sol_balance': 0}, {'action': 'buy', 'price': 142.516, 'amount': 8.16089449075317, 'usdc_balance': 0.0, 'sol_balance': 8.16089449075317}]"
-0.1,"(20, 50)","(60, 70)",1.1,0.93,1141.4390136487245,141.43901364872454,"[{'action': 'buy', 'price': 20.5737, 'amount': 48.56931723892354, 'usdc_balance': 0.0, 'sol_balance': 48.56931723892354}, {'action': 'sell', 'price': 23.9814, 'amount': 48.56931723892354, 'usdc_balance': 1163.930332773612, 'sol_balance': 0}, {'action': 'buy', 'price': 142.516, 'amount': 8.16089449075317, 'usdc_balance': 0.0, 'sol_balance': 8.16089449075317}]"
0.2,"(20, 50)","(60, 70)",1.1,0.93,1141.4001786251247,141.40017862512468,"[{'action': 'buy', 'price': 20.5744, 'amount': 48.567664771679425, 'usdc_balance': -1.1368683772161603e-13, 'sol_balance': 48.567664771679425}, {'action': 'sell', 'price': 23.9814, 'amount': 48.567664771679425, 'usdc_balance': 1163.8907325309347, 'sol_balance': 0}, {'action': 'buy', 'price': 142.516, 'amount': 8.160616833754982, 'usdc_balance': 0.0, 'sol_balance': 8.160616833754982}]"
0.2,"(20, 50)","(60, 70)",1.1,0.95,1141.4001786251247,141.40017862512468,"[{'action': 'buy', 'price': 20.5744, 'amount': 48.567664771679425, 'usdc_balance': -1.1368683772161603e-13, 'sol_balance': 48.567664771679425}, {'action': 'sell', 'price': 23.9814, 'amount': 48.567664771679425, 'usdc_balance': 1163.8907325309347, 'sol_balance': 0}, {'action': 'buy', 'price': 142.516, 'amount': 8.160616833754982, 'usdc_balance': 0.0, 'sol_balance': 8.160616833754982}]"
0.2,"(20, 50)","(60, 70)",1.1,0.9,1141.4001786251247,141.40017862512468,"[{'action': 'buy', 'price': 20.5744, 'amount': 48.567664771679425, 'usdc_balance': -1.1368683772161603e-13, 'sol_balance': 48.567664771679425}, {'action': 'sell', 'price': 23.9814, 'amount': 48.567664771679425, 'usdc_balance': 1163.8907325309347, 'sol_balance': 0}, {'action': 'buy', 'price': 142.516, 'amount': 8.160616833754982, 'usdc_balance': 0.0, 'sol_balance': 8.160616833754982}]"
0.1,"(20, 50)","(60, 70)",1.1,0.9,1141.4001786251247,141.40017862512468,"[{'action': 'buy', 'price': 20.5744, 'amount': 48.567664771679425, 'usdc_balance': -1.1368683772161603e-13, 'sol_balance': 48.567664771679425}, {'action': 'sell', 'price': 23.9814, 'amount': 48.567664771679425, 'usdc_balance': 1163.8907325309347, 'sol_balance': 0}, {'action': 'buy', 'price': 142.516, 'amount': 8.160616833754982, 'usdc_balance': 0.0, 'sol_balance': 8.160616833754982}]"
0.1,"(20, 50)","(60, 70)",1.1,0.95,1141.4001786251247,141.40017862512468,"[{'action': 'buy', 'price': 20.5744, 'amount': 48.567664771679425, 'usdc_balance': -1.1368683772161603e-13, 'sol_balance': 48.567664771679425}, {'action': 'sell', 'price': 23.9814, 'amount': 48.567664771679425, 'usdc_balance': 1163.8907325309347, 'sol_balance': 0}, {'action': 'buy', 'price': 142.516, 'amount': 8.160616833754982, 'usdc_balance': 0.0, 'sol_balance': 8.160616833754982}]"
0.1,"(20, 50)","(60, 70)",1.1,0.93,1141.4001786251247,141.40017862512468,"[{'action': 'buy', 'price': 20.5744, 'amount': 48.567664771679425, 'usdc_balance': -1.1368683772161603e-13, 'sol_balance': 48.567664771679425}, {'action': 'sell', 'price': 23.9814, 'amount': 48.567664771679425, 'usdc_balance': 1163.8907325309347, 'sol_balance': 0}, {'action': 'buy', 'price': 142.516, 'amount': 8.160616833754982, 'usdc_balance': 0.0, 'sol_balance': 8.160616833754982}]"
-0.1,"(30, 40)","(50, 80)",1.07,0.95,1000.0,0.0,[]
-0.2,"(25, 45)","(55, 75)",1.05,0.95,1000.0,0.0,[]
-0.1,"(20, 50)","(50, 80)",1.05,0.95,1000.0,0.0,[]
-0.1,"(20, 50)","(50, 80)",1.05,0.93,1000.0,0.0,[]
-0.1,"(20, 50)","(50, 80)",1.05,0.9,1000.0,0.0,[]
-0.2,"(25, 45)","(55, 75)",1.07,0.93,1000.0,0.0,[]
-0.2,"(25, 45)","(55, 75)",1.07,0.9,1000.0,0.0,[]
-0.2,"(25, 45)","(55, 75)",1.07,0.95,1000.0,0.0,[]
-0.2,"(25, 45)","(55, 75)",1.1,0.9,1000.0,0.0,[]
-0.2,"(25, 45)","(60, 70)",1.05,0.9,1000.0,0.0,[]
-0.2,"(25, 45)","(60, 70)",1.05,0.93,1000.0,0.0,[]
-0.2,"(25, 45)","(55, 75)",1.1,0.93,1000.0,0.0,[]
-0.2,"(25, 45)","(55, 75)",1.1,0.95,1000.0,0.0,[]
-0.2,"(25, 45)","(60, 70)",1.07,0.9,1000.0,0.0,[]
-0.2,"(25, 45)","(60, 70)",1.05,0.95,1000.0,0.0,[]
-0.2,"(25, 45)","(60, 70)",1.07,0.93,1000.0,0.0,[]
-0.2,"(25, 45)","(60, 70)",1.07,0.95,1000.0,0.0,[]
-0.2,"(25, 45)","(60, 70)",1.1,0.93,1000.0,0.0,[]
-0.2,"(25, 45)","(60, 70)",1.1,0.9,1000.0,0.0,[]
-0.2,"(25, 45)","(50, 80)",1.05,0.9,1000.0,0.0,[]
-0.2,"(25, 45)","(60, 70)",1.1,0.95,1000.0,0.0,[]
-0.1,"(30, 40)","(55, 75)",1.05,0.93,1000.0,0.0,[]
-0.1,"(30, 40)","(55, 75)",1.05,0.9,1000.0,0.0,[]
-0.1,"(25, 45)","(50, 80)",1.05,0.95,1000.0,0.0,[]
-0.1,"(25, 45)","(50, 80)",1.05,0.93,1000.0,0.0,[]
-0.1,"(25, 45)","(50, 80)",1.05,0.9,1000.0,0.0,[]
-0.1,"(30, 40)","(50, 80)",1.07,0.93,1000.0,0.0,[]
-0.1,"(30, 40)","(50, 80)",1.07,0.9,1000.0,0.0,[]
-0.1,"(30, 40)","(50, 80)",1.05,0.95,1000.0,0.0,[]
-0.1,"(30, 40)","(50, 80)",1.05,0.93,1000.0,0.0,[]
-0.1,"(30, 40)","(50, 80)",1.05,0.9,1000.0,0.0,[]
-0.1,"(30, 40)","(60, 70)",1.1,0.95,1000.0,0.0,[]
-0.1,"(30, 40)","(60, 70)",1.1,0.93,1000.0,0.0,[]
-0.1,"(30, 40)","(60, 70)",1.1,0.9,1000.0,0.0,[]
-0.1,"(25, 45)","(60, 70)",1.05,0.9,1000.0,0.0,[]
-0.1,"(25, 45)","(60, 70)",1.05,0.93,1000.0,0.0,[]
-0.1,"(30, 40)","(50, 80)",1.1,0.9,1000.0,0.0,[]
-0.1,"(30, 40)","(60, 70)",1.07,0.9,1000.0,0.0,[]
-0.1,"(30, 40)","(60, 70)",1.07,0.93,1000.0,0.0,[]
-0.1,"(30, 40)","(60, 70)",1.07,0.95,1000.0,0.0,[]
-0.1,"(30, 40)","(50, 80)",1.1,0.93,1000.0,0.0,[]
-0.1,"(20, 50)","(55, 75)",1.05,0.93,1000.0,0.0,[]
-0.1,"(20, 50)","(55, 75)",1.05,0.95,1000.0,0.0,[]
-0.1,"(30, 40)","(50, 80)",1.1,0.95,1000.0,0.0,[]
-0.1,"(20, 50)","(55, 75)",1.05,0.9,1000.0,0.0,[]
-0.1,"(20, 50)","(60, 70)",1.05,0.93,1000.0,0.0,[]
-0.1,"(20, 50)","(60, 70)",1.05,0.9,1000.0,0.0,[]
-0.1,"(20, 50)","(60, 70)",1.05,0.95,1000.0,0.0,[]
-0.1,"(30, 40)","(55, 75)",1.1,0.93,1000.0,0.0,[]
-0.1,"(30, 40)","(55, 75)",1.1,0.95,1000.0,0.0,[]
-0.1,"(30, 40)","(60, 70)",1.05,0.9,1000.0,0.0,[]
-0.1,"(30, 40)","(60, 70)",1.05,0.93,1000.0,0.0,[]
-0.1,"(30, 40)","(60, 70)",1.05,0.95,1000.0,0.0,[]
-0.1,"(25, 45)","(55, 75)",1.05,0.93,1000.0,0.0,[]
-0.1,"(25, 45)","(55, 75)",1.05,0.9,1000.0,0.0,[]
-0.2,"(20, 50)","(50, 80)",1.07,0.95,1000.0,0.0,[]
-0.2,"(20, 50)","(50, 80)",1.07,0.93,1000.0,0.0,[]
-0.2,"(20, 50)","(50, 80)",1.05,0.95,1000.0,0.0,[]
-0.2,"(20, 50)","(50, 80)",1.07,0.9,1000.0,0.0,[]
-0.2,"(20, 50)","(50, 80)",1.05,0.93,1000.0,0.0,[]
-0.2,"(20, 50)","(50, 80)",1.05,0.9,1000.0,0.0,[]
-0.2,"(20, 50)","(60, 70)",1.07,0.93,1000.0,0.0,[]
-0.2,"(20, 50)","(60, 70)",1.07,0.95,1000.0,0.0,[]
-0.1,"(25, 45)","(55, 75)",1.05,0.95,1000.0,0.0,[]
-0.1,"(30, 40)","(55, 75)",1.1,0.9,1000.0,0.0,[]
-0.1,"(30, 40)","(55, 75)",1.07,0.95,1000.0,0.0,[]
-0.1,"(30, 40)","(55, 75)",1.07,0.93,1000.0,0.0,[]
-0.1,"(30, 40)","(55, 75)",1.07,0.9,1000.0,0.0,[]
-0.1,"(25, 45)","(60, 70)",1.05,0.95,1000.0,0.0,[]
-0.1,"(30, 40)","(55, 75)",1.05,0.95,1000.0,0.0,[]
-0.2,"(20, 50)","(60, 70)",1.05,0.93,1000.0,0.0,[]
-0.2,"(20, 50)","(55, 75)",1.07,0.95,1000.0,0.0,[]
-0.2,"(20, 50)","(60, 70)",1.05,0.9,1000.0,0.0,[]
-0.2,"(20, 50)","(60, 70)",1.05,0.95,1000.0,0.0,[]
-0.2,"(30, 40)","(55, 75)",1.1,0.95,1000.0,0.0,[]
-0.2,"(30, 40)","(60, 70)",1.05,0.9,1000.0,0.0,[]
-0.2,"(20, 50)","(60, 70)",1.07,0.9,1000.0,0.0,[]
-0.2,"(20, 50)","(55, 75)",1.05,0.9,1000.0,0.0,[]
-0.2,"(20, 50)","(55, 75)",1.05,0.93,1000.0,0.0,[]
-0.2,"(20, 50)","(55, 75)",1.05,0.95,1000.0,0.0,[]
-0.2,"(20, 50)","(55, 75)",1.07,0.9,1000.0,0.0,[]
-0.2,"(20, 50)","(55, 75)",1.07,0.93,1000.0,0.0,[]
-0.2,"(30, 40)","(50, 80)",1.1,0.9,1000.0,0.0,[]
-0.2,"(30, 40)","(50, 80)",1.1,0.93,1000.0,0.0,[]
-0.2,"(30, 40)","(50, 80)",1.1,0.95,1000.0,0.0,[]
-0.2,"(30, 40)","(50, 80)",1.05,0.9,1000.0,0.0,[]
-0.2,"(30, 40)","(60, 70)",1.1,0.95,1000.0,0.0,[]
-0.2,"(30, 40)","(60, 70)",1.1,0.93,1000.0,0.0,[]
-0.2,"(30, 40)","(60, 70)",1.1,0.9,1000.0,0.0,[]
-0.2,"(30, 40)","(60, 70)",1.07,0.95,1000.0,0.0,[]
-0.2,"(30, 40)","(60, 70)",1.07,0.93,1000.0,0.0,[]
-0.2,"(30, 40)","(60, 70)",1.07,0.9,1000.0,0.0,[]
-0.2,"(30, 40)","(60, 70)",1.05,0.95,1000.0,0.0,[]
-0.2,"(30, 40)","(60, 70)",1.05,0.93,1000.0,0.0,[]
-0.2,"(30, 40)","(50, 80)",1.07,0.95,1000.0,0.0,[]
-0.2,"(30, 40)","(50, 80)",1.07,0.9,1000.0,0.0,[]
-0.2,"(30, 40)","(50, 80)",1.07,0.93,1000.0,0.0,[]
-0.2,"(30, 40)","(50, 80)",1.05,0.93,1000.0,0.0,[]
-0.2,"(30, 40)","(50, 80)",1.05,0.95,1000.0,0.0,[]
-0.2,"(25, 45)","(50, 80)",1.05,0.93,1000.0,0.0,[]
-0.2,"(25, 45)","(50, 80)",1.05,0.95,1000.0,0.0,[]
-0.2,"(25, 45)","(50, 80)",1.07,0.9,1000.0,0.0,[]
-0.2,"(25, 45)","(50, 80)",1.07,0.93,1000.0,0.0,[]
-0.2,"(25, 45)","(50, 80)",1.07,0.95,1000.0,0.0,[]
-0.2,"(25, 45)","(50, 80)",1.1,0.9,1000.0,0.0,[]
-0.2,"(25, 45)","(50, 80)",1.1,0.93,1000.0,0.0,[]
-0.2,"(25, 45)","(50, 80)",1.1,0.95,1000.0,0.0,[]
-0.2,"(30, 40)","(55, 75)",1.05,0.9,1000.0,0.0,[]
-0.2,"(30, 40)","(55, 75)",1.05,0.93,1000.0,0.0,[]
-0.2,"(30, 40)","(55, 75)",1.05,0.95,1000.0,0.0,[]
-0.2,"(30, 40)","(55, 75)",1.07,0.9,1000.0,0.0,[]
-0.2,"(30, 40)","(55, 75)",1.07,0.93,1000.0,0.0,[]
-0.2,"(30, 40)","(55, 75)",1.07,0.95,1000.0,0.0,[]
-0.2,"(30, 40)","(55, 75)",1.1,0.9,1000.0,0.0,[]
-0.2,"(30, 40)","(55, 75)",1.1,0.93,1000.0,0.0,[]
-0.2,"(25, 45)","(55, 75)",1.05,0.93,1000.0,0.0,[]
-0.2,"(25, 45)","(55, 75)",1.05,0.9,1000.0,0.0,[]
